ticker,name,valuation_score,valuation_category,forward_pe,price_to_book,roe,excess_return,sector
COST,Costco Wholesale,1.1857430412985663,Strongly Overvalued,27.29407591100367,9.094048975322048,0.24245911220012142,-0.06022724357280512,Consumer Staples
CL,Colgate-Palmolive,1.2375073224187088,Strongly Overvalued,27.94068771048703,7.419152871643921,0.16272818185732846,0.0029892703510082524,Consumer Staples
CAT,Caterpillar Inc.,0.7592339363556708,Strongly Undervalued,18.57633720424873,2.426045987199533,0.19118578211360557,0.007738635884816325,Industrials
HON,Honeywell Intl,0.7652844804625355,Strongly Undervalued,17.53403937180572,2.2339760754494695,0.19687335794297264,0.12301078984667756,Industrials
UPS,United Parcel Service,0.8769544016910225,Strongly Undervalued,16.61448700509993,2.8351802080741733,0.15782678571053835,-0.09559953080487166,Industrials
NOC,Northrop Grumman,0.9755330937821935,Undervalued,20.711717324804205,2.3732193569882165,0.1548521122392057,-0.05695028816190134,Industrials
LMT,Lockheed Martin,0.9836293547967617,Undervalued,21.99654180463044,3.6570173469253966,0.13628975204732943,-0.08811777212174499,Industrials
BA,Boeing Co.,0.9930712591683211,Fairly Valued,13.063101509692398,6.790282043110115,0.10175599160963561,0.02228749457758189,Industrials
MMM,3M Company,1.0151299303723418,Fairly Valued,26.082507806743763,4.274564292031617,0.19116281833790838,0.0936645007908523,Industrials
RTX,RTX Corp.,1.092784554355556,Overvalued,27.424461554648218,4.319243040938167,0.1800079943148044,-0.034597318480381944,Industrials
UNP,Union Pacific,1.142706015346946,Overvalued,26.559090301670274,4.16030279540587,0.11339342867883595,0.11641425153860312,Industrials
GE,GE Aerospace,1.173385047840204,Strongly Overvalued,26.289443283126637,6.970815796694702,0.16724785830541333,-0.08358132348849563,Industrials
SLB,Schlumberger,0.8867878106890776,Strongly Undervalued,16.358259279105162,1.0029476441726228,0.165668422377783,-0.34079301914678034,Energy
HAL,Halliburton,0.9540775829446273,Undervalued,8.137455540113452,1.136917438667156,0.09062094920554589,0.14225419109739762,Energy
PSX,Phillips 66,1.0101440302257298,Fairly Valued,14.248740996069989,1.7478420940256272,0.18591305907218908,0.09881943035416822,Energy
COP,ConocoPhillips,1.011233986660863,Fairly Valued,10.40398912893507,1.8388959879146272,0.06527055244243055,-0.07883148613874037,Energy
VLO,Valero Energy,1.0269436351417724,Fairly Valued,17.706765454097443,2.2472975565805324,0.16068274772519095,0.0532536380847342,Energy
CVX,Chevron Corp.,1.0557661700625613,Fairly Valued,9.62699743808566,2.8390620493120995,0.1248343496803913,0.09651686536196812,Energy
MPC,Marathon Petroleum,1.0623106476434336,Overvalued,15.011698615902597,2.0095911966090565,0.19206360006627787,0.08141986777743053,Energy
EOG,EOG Resources,1.0859572871523555,Overvalued,17.84858402762476,2.865849725139344,0.13859567509919568,-0.18160431746671984,Energy
OXY,Occidental Petroleum,1.1143467474022202,Overvalued,17.447362587830796,2.4967686993524625,0.08039489512030148,-0.10137880941453918,Energy
XOM,Exxon Mobil,1.1487139622307803,Strongly Overvalued,12.328160022094693,2.2446865292344924,0.11683124581128365,0.23005788621709933,Energy
NFLX,Netflix Inc.,0.7524362177547845,Strongly Undervalued,17.881365756540735,2.26408345097643,0.21175691375471428,0.03930571173978889,Communication Services
T,AT&T Inc.,0.8674352198893098,Strongly Undervalued,13.236846199031298,5.862523576967976,0.18118328531343267,-0.08483233480257493,Communication Services
CMCSA,Comcast Corp.,0.958230861644021,Undervalued,22.939548295721746,2.261825386921517,0.1347446016778358,-0.023341561527268212,Communication Services
TMUS,T-Mobile US,1.024299800077127,Fairly Valued,24.89514801524578,3.251827104899772,0.1239357531514182,0.02453237863414373,Communication Services
VZ,Verizon Comm.,1.0369629279675066,Fairly Valued,24.39536932754176,7.202777945363451,0.1812821127296877,0.03778960782458976,Communication Services
TTWO,Take-Two Interactive,1.0425777268309042,Fairly Valued,23.227375527552162,7.971602211742742,0.19719674789629132,-0.021241199986828913,Communication Services
DIS,Walt Disney,1.047082324234527,Fairly Valued,23.68780184238387,7.230988976982802,0.19546405322858107,0.0015762912302017817,Communication Services
EA,Electronic Arts,1.07936388494964,Overvalued,16.672376086950884,6.7433228446743065,0.11407553565059428,0.02596626564957924,Communication Services
FCX,Freeport-McMoRan,0.8624166300679665,Strongly Undervalued,11.716013471988717,2.729267855720733,0.12408688744364846,-0.05821255606832175,Materials
SHW,Sherwin-Williams,0.8903020908585441,Undervalued,11.556147738690825,3.2074201149040436,0.16087930497748765,-0.04027736616529763,Materials
NUE,Nucor Corp.,0.9215288107788331,Undervalued,14.647870215703769,4.871761121561133,0.1792230273167304,0.06479762781672467,Materials
NEM,Newmont Corp.,0.9541666470711987,Undervalued,21.994692439005263,1.6736503066859312,0.17930636627288565,-0.1260173766601861,Materials
APD,Air Products,1.0003415055706404,Fairly Valued,20.633121223758497,2.2377758554251,0.11438234587125476,-0.02910512297337946,Materials
LIN,Linde PLC,1.0084901689428822,Fairly Valued,17.783667481225788,3.5041253150870784,0.1563128392192053,0.0641971245518894,Materials
DOW,Dow Inc.,1.0733360144630795,Overvalued,21.143566745384728,2.9391912110889105,0.09953491870474752,0.11321514812137042,Materials
ECL,Ecolab Inc.,1.1991767690299293,Strongly Overvalued,21.873413571580677,3.7566083700188653,0.10341998206623805,0.011256569807897642,Materials
SPG,Simon Property,0.8494833077545212,Strongly Undervalued,26.33377827674112,1.741618960278151,0.07940283045714314,-0.1000101484723873,Real Estate
PSA,Public Storage,0.8666957979843489,Strongly Undervalued,31.85465892416915,1.6486316827342176,0.09368745256687808,0.050852755980756094,Real Estate
AMT,American Tower,0.9539517088044208,Undervalued,28.638360280279777,1.4924726506804238,0.08768655641906448,0.08807468484375947,Real Estate
WELL,Welltower Inc.,0.977202989323177,Undervalued,24.063786103840723,3.731881215941182,0.11411710383649479,-0.05599880964305596,Real Estate
PLD,Prologis Inc.,1.086559959147806,Overvalued,48.14947185953948,2.1189025518333136,0.06077366711603312,-0.07099972688996886,Real Estate
CCI,Crown Castle,1.147930763027487,Overvalued,40.5159935550603,2.91312685628902,0.07804769534576066,0.029782833950222916,Real Estate
O,Realty Income,1.177422873953362,Strongly Overvalued,30.814235154246617,3.1294454304950428,0.04649837078453381,-0.010849260504234425,Real Estate
EQIX,Equinix Inc.,1.2882199486987123,Strongly Overvalued,46.37990647035422,3.5650645454526275,0.0801941829733101,0.06887140704506062,Real Estate
EXC,Exelon Corp.,0.8788680452886668,Strongly Undervalued,17.259583820897802,1.2725139338003972,0.08596628906050913,0.042470994040109164,Utilities
AEP,American Electric,0.9006236411095746,Undervalued,16.775431197766558,1.9126870071527096,0.11387611760662421,-0.03743433106788947,Utilities
XEL,Xcel Energy,0.9487419580972953,Undervalued,21.08352237392375,2.289161133372969,0.095967668379523,0.03756317195578317,Utilities
SRE,Sempra Energy,0.9809222745986208,Undervalued,18.96913423579588,1.9051364110121007,0.06690877070371207,0.011890115647095606,Utilities
NEE,NextEra Energy,0.9957070516243974,Fairly Valued,24.77066710610677,1.2809942782237638,0.07945976264109109,0.019300232046250393,Utilities
DUK,Duke Energy,1.018811200782266,Fairly Valued,21.302069223379977,2.9026643592577557,0.11342305925131596,-0.07404215202055102,Utilities
SO,Southern Company,1.0222290901781133,Fairly Valued,23.14670166423446,1.899707426177784,0.066206046891629,-0.006549100850545067,Utilities
D,Dominion Energy,1.1642767631741187,Strongly Overvalued,21.39757988941014,2.93426390545379,0.06799259544819772,0.006859365012192226,Utilities
